"","idindicador","iddepto","nomdepto","idmpio","nommpio","year","value"
"10832","ttdiesti",10,"casanare",392,"mani",2008,24.76
"10833","pcrparin",9,"caqueta",374,"belen de los andaquies",2008,97.96
"10834","ttdiesti",20,"meta",696,"lejanias",2008,28.09
"10835","ttdiesti",20,"meta",702,"puerto lleras",2008,42.95
"10836","ttdiesti",22,"norte de santander",801,"ragonvalia",2008,14.52
"10837","pbehtaco",25,"risaralda",NA,NA,2008,NA
"10838","ttdiesti",6,"boyaca",204,"beteitiva",2008,24.02
"10839","pcrparin",6,"boyaca",321,"zetaquira",2008,96.61
"10840","pgeembar",23,"putumayo",NA,NA,2008,NA
"10841","pcrperca",28,"sucre",NA,NA,2008,98.30222833
"10842","ttdiesti",6,"boyaca",237,"guacamayas",2008,28.24
"10843","pcrparin",30,"valle del cauca",1037,"palmira",2008,98.86
"10844","pcrparin",10,"casanare",395,"orocue",2008,92.77
"10845","pcrparin",2,"antioquia",68,"jardin",2008,99.61
"10846","ttdiesti",4,"atlantico",162,"usiacuri",2008,18.47
"10847","pcrparin",14,"cundinamarca",583,"tena",2008,100
"10848","ttdiesti",27,"santander",921,"sabana de torres",2008,14.32
"10849","pcrparin",27,"santander",909,"ocamonte",2008,98.82
"10850","ttdiesti",29,"tolima",1000,"roncesvalles",2008,17.91
"10851","ttdiesti",11,"cauca",422,"la vega",2008,30.59
"10852","ttdiesti",24,"quindio",167,"cordoba",2008,15.19
"10853","pcrrncpn",6,"boyaca",NA,NA,2008,85.21
"10854","pcrparin",27,"santander",919,"puerto wilches",2008,93.62
"10855","pcrparin",1,"amazonas",NA,"puerto arica",2008,8.82
"10856","rgrtgfec",10,"casanare",NA,NA,2008,NA
"10857","pcrparin",15,"guainia",611,"san felipe",2008,83.33
"10858","pcrparin",22,"norte de santander",790,"herran",2008,100
"10859","ttdiesti",7,"cordoba",346,"tierralta",2008,29.06
"10860","pcrparin",30,"valle del cauca",1024,"el aguila",2008,98.08
"10861","ttdiesti",21,"narino",724,"cuaspud",2008,28.35
"10862","ttdiesti",7,"cordoba",330,"monitos",2008,27.36
"10863","pbehtaco",28,"sucre",NA,NA,2008,NA
"10864","pgeembar",3,"arauca",NA,NA,2008,NA
"10865","pcrparin",28,"sucre",957,"san juan de betulia",2008,99.49
"10866","pcrparin",6,"boyaca",280,"san luis de gaceno",2008,95.29
"10867","ttdiesti",2,"antioquia",64,"heliconia",2008,17.55
"10868","ttdiesti",19,"magdalena",679,"san zenon",2008,20.01
"10869","cgrnacim",15,"guainia",NA,NA,2008,1402
"10870","ttdiesti",6,"boyaca",219,"chitaraque",2008,23.54
"10871","ttdiesti",2,"antioquia",48,"don matias",2008,13.83
"10872","pbehtaco",3,"arauca",NA,NA,2008,NA
"10873","ttdiesti",22,"norte de santander",794,"los patios",2008,11.16
"10874","ttdiesti",29,"tolima",996,"planadas",2008,27.57
"10875","ttdiesti",15,"guainia",NA,NA,2008,38.5403393
"10876","pcrparin",13,"choco",NA,"rio iro",2008,77.78
"10877","pcrparin",29,"tolima",966,"alpujarra",2008,95.45
"10878","pcrparin",2,"antioquia",15,"angelopolis",2008,97.65
"10879","ttdiesti",2,"antioquia",29,"briceno",2008,26.93
"10880","pcrparin",6,"boyaca",226,"cuitiva",2008,96.43
"10881","pcrparin",2,"antioquia",99,"san jeronimo",2008,99.43
"10882","pcrparin",5,"bolivar",175,"mahates",2008,99.05
"10883","ttdiesti",5,"bolivar",NA,"cartagena",2008,16.83
"10884","ttdiesti",27,"santander",930,"santa helena del opon",2008,26.34
"10885","pbepredg",24,"quindio",NA,NA,2008,NA
"10886","pcrparin",21,"narino",729,"el tablon de gomez",2008,87.89
"10887","ttdiesti",14,"cundinamarca",537,"la mesa",2008,13.19
"10888","ttdiesti",14,"cundinamarca",575,"sopo",2008,12.28
"10889","pcrparin",6,"boyaca",240,"guican",2008,98.46
"10890","pcrparin",14,"cundinamarca",519,"funza",2008,99.45
"10891","pcrparin",20,"meta",671,"guamal",2008,99.39
"10892","ttdiesti",2,"antioquia",42,"cisneros",2008,15.23
"10893","ttdiesti",2,"antioquia",123,"valdivia",2008,32.7
"10894","ttdiesti",17,"huila",649,"tesalia",2008,16.12
"10895","ttdiesti",9,"caqueta",376,"curillo",2008,28.73
"10896","pcrparin",2,"antioquia",59,"girardota",2008,99.6
"10897","pcrparin",30,"valle del cauca",1017,"buenaventura",2008,96.08
"10898","pcrparin",5,"bolivar",192,"simiti",2008,96.92
"10899","ttdiesti",24,"quindio",836,"quimbaya",2008,17.28
"10900","ttdiesti",21,"narino",740,"la florida",2008,17.53
"10901","pcrparin",27,"santander",925,"san joaquin",2008,74
"10902","ttdiesti",28,"sucre",944,"chalan",2008,31.05
"10903","pcrparin",28,"sucre",944,"chalan",2008,100
"10904","ttdiesti",22,"norte de santander",806,"santiago",2008,12.92
"10905","ttdiesti",21,"narino",736,"iles",2008,23.42
"10906","pcrparin",24,"quindio",833,"la tebaida",2008,98.15
"10907","ttdiesti",2,"antioquia",43,"cocorna",2008,17.45
"10908","cgrnacim",25,"risaralda",NA,NA,2008,6731
"10909","ttdiesti",9,"caqueta",383,"puerto rico",2008,23.67
"10910","pcrperca",25,"risaralda",NA,NA,2008,98.69809722
"10911","ttdiesti",8,"caldas",352,"chinchina",2008,17.25
"10912","pcrparin",8,"caldas",360,"marulanda",2008,100
"10913","ttdiesti",28,"sucre",NA,"covenas",2008,34.66
"10914","pcrparin",14,"cundinamarca",551,"nocaima",2008,98.51
"10915","ttdiesti",2,"antioquia",56,"frontino",2008,21.36
"10916","pcrparin",16,"guaviare",NA,NA,2008,96.98492462
"10917","pcrparin",30,"valle del cauca",704,"restrepo",2008,98
"10918","ttdiesti",29,"tolima",998,"purificacion",2008,19.04
"10919","pcrparin",2,"antioquia",93,"sabanalarga",2008,92.44
"10920","pbehtaco",27,"santander",NA,NA,2008,NA
"10921","pcrparin",6,"boyaca",215,"chinavita",2008,100
"10922","ttdiesti",17,"huila",284,"santa maria",2008,21.4
"10923","pcrparin",19,"magdalena",NA,"nueva granada",2008,99.63
"10924","pcrparin",2,"antioquia",25,"belmira",2008,97.8
"10925","rgrtgfec",17,"huila",NA,NA,2008,NA
"10926","pcrparin",4,"atlantico",160,"suan",2008,100
"10927","pcrparin",18,"la guajira",NA,"dibulla",2008,95.51
"10928","ttdiesti",14,"cundinamarca",561,"quipile",2008,25.12
"10929","ttdiesti",4,"atlantico",161,"tubara",2008,16.08
"10930","ttdiesti",21,"narino",713,"aldana",2008,24.87
"10931","ttdiesti",13,"choco",NA,"atrato",2008,44.68
"10932","ttdiesti",30,"valle del cauca",1033,"la cumbre",2008,17.72
"10933","ttdiesti",20,"meta",685,"cabuyaro",2008,28.11
"10934","ttdiesti",27,"santander",854,"san andres",2008,17.2
"10935","ttdiesti",4,"atlantico",143,"candelaria",2008,16.73
"10936","ttdiesti",14,"cundinamarca",538,"la palma",2008,14.12
"10937","pgeembar",6,"boyaca",NA,NA,2008,NA
"10938","pcrperca",11,"cauca",NA,NA,2008,94.1509325
"10939","ttdiesti",14,"cundinamarca",514,"el penon",2008,24.71
"10940","pcrparin",19,"magdalena",NA,"santa barbara de pinto",2008,98.18
"10941","rgrtgfec",29,"tolima",NA,NA,2008,NA
"10942","pcrparin",2,"antioquia",115,"tamesis",2008,98.15
"10943","ttdiesti",14,"cundinamarca",520,"fusagasuga",2008,12.94
"10944","pcrparin",2,"antioquia",NA,"carolina",2008,100
"10945","pgeembar",28,"sucre",NA,NA,2008,NA
"10946","ttdiesti",14,"cundinamarca",602,"yacopi",2008,23.75
"10947","rtrmorpu",2,"antioquia",NA,NA,2008,45.07
"10948","ttdiesti",21,"narino",768,"sapuyes",2008,17.84
"10949","pcrparin",2,"antioquia",111,"santo domingo",2008,96.71
"10950","pcrparin",29,"tolima",972,"cajamarca",2008,98.53
"10951","pcrparin",2,"antioquia",47,"dabeiba",2008,98.5
"10952","pcrparin",14,"cundinamarca",589,"topaipi",2008,100
"10953","ttdiesti",28,"sucre",952,"morroa",2008,32.25
"10954","ttdnesti",18,"la guajira",NA,NA,2008,44.18451813
"10955","pcrparin",27,"santander",868,"cepita",2008,100
"10956","pcrparin",2,"antioquia",44,"concepcion",2008,95.16
"10957","ttdnesti",1,"amazonas",NA,NA,2008,NA
"10958","ttdiesti",16,"guaviare",NA,NA,2008,37.18016607
"10959","ttdiesti",17,"huila",652,"yaguara",2008,13.4
"10960","pcrparin",6,"boyaca",265,"pauna",2008,95
"10961","pcrparin",30,"valle del cauca",1036,"obando",2008,100
"10962","ttdiesti",11,"cauca",428,"padilla",2008,14.43
"10963","rgrtgfec",30,"valle del cauca",NA,NA,2008,NA
"10964","pcrparin",6,"boyaca",203,"berbeo",2008,100
"10965","ttdiesti",23,"putumayo",98,"san francisco",2008,15.65
"10966","pcrparin",17,"huila",61,"guadalupe",2008,96.19
"10967","ttdiesti",6,"boyaca",278,"san eduardo",2008,15.68
"10968","ttdiesti",10,"casanare",390,"hato corozal",2008,46.03
"10969","pcrparin",32,"vichada",1060,"cumaribo",2008,89.64
"10970","pcrparin",14,"cundinamarca",563,"san antonio del tequendama",2008,97.09
"10971","pcrparin",7,"cordoba",NA,"lorica",2008,98.76
"10972","pcrparin",2,"antioquia",127,"vigia del fuerte",2008,99.06
"10973","pcrparin",22,"norte de santander",777,"bucarasica",2008,91.11
"10974","ttdiesti",2,"antioquia",79,"mutata",2008,28.34
"10975","ttdiesti",17,"huila",628,"hobo",2008,19.6
"10976","pcrparin",14,"cundinamarca",98,"san francisco",2008,97.06
"10977","ttdiesti",12,"cesar",446,"agustin codazzi",2008,26.9
"10978","pcrparin",27,"santander",881,"el guacamayo",2008,94.59
"10979","pcrparin",21,"narino",768,"sapuyes",2008,98.36
"10980","ttdiesti",6,"boyaca",229,"duitama",2008,11.92
"10981","ttdiesti",22,"norte de santander",NA,"cucuta",2008,11.84
"10982","ttdiesti",11,"cauca",419,"inza",2008,29.26
"10983","pbrmivih",30,"valle del cauca",NA,NA,2008,2.3
"10984","pcrparin",21,"narino",755,"puerres",2008,90.09
"10985","pgeembar",2,"antioquia",NA,NA,2008,NA
"10986","ttdiesti",20,"meta",671,"guamal",2008,21.75
"10987","pcrparin",22,"norte de santander",795,"lourdes",2008,95.12
"10988","pcrparin",23,"putumayo",806,"santiago",2008,82.56
"10989","ttdiesti",18,"la guajira",659,"san juan del cesar",2008,19.92
"10990","pcrparin",21,"narino",416,"el tambo",2008,73.94
"10991","pcrparin",20,"meta",685,"cabuyaro",2008,96.08
"10992","ttdiesti",6,"boyaca",290,"siachoque",2008,30.4
"10993","pcrrncpn",11,"cauca",NA,NA,2008,79.07
"10994","ttdiesti",30,"valle del cauca",1018,"bugalagrande",2008,14.99
"10995","ttdiesti",5,"bolivar",NA,"regidor",2008,36.11
"10996","ttdiesti",8,"caldas",359,"marquetalia",2008,16.07
"10997","ttdiesti",6,"boyaca",277,"samaca",2008,17.43
"10998","ttdiesti",2,"antioquia",60,"granada",2008,17.57
"10999","rgrtgfec",22,"norte de santander",NA,NA,2008,NA
"11000","pcrrncpn",3,"arauca",NA,NA,2008,82.18
"11001","pcrparin",27,"santander",939,"vetas",2008,100
"11002","pcrparin",2,"antioquia",58,"giraldo",2008,95.77
"11003","pcrparin",15,"guainia",608,"pana pana",2008,NA
"11004","pcrparin",6,"boyaca",314,"turmeque",2008,98.28
"11005","ttdiesti",6,"boyaca",320,"viracacha",2008,18.99
"11006","ttdiesti",28,"sucre",959,"san onofre",2008,28.94
"11007","ttdiesti",27,"santander",909,"ocamonte",2008,19.12
"11008","ttdiesti",22,"norte de santander",808,"sardinata",2008,17.69
"11009","caelacex",23,"putumayo",NA,NA,2008,NA
"11010","pcrparin",2,"antioquia",45,"concordia",2008,95.61
"11011","pcrparin",2,"antioquia",122,"urrao",2008,97.97
"11012","ttdiesti",10,"casanare",388,"aguazul",2008,20.55
"11013","pcrparin",2,"antioquia",41,"chigorodo",2008,98.48
"11014","ttdiesti",6,"boyaca",283,"san pablo de borbur",2008,24.32
"11015","pcrparin",30,"valle del cauca",1033,"la cumbre",2008,98.43
"11016","ttdiesti",6,"boyaca",231,"el espino",2008,21.31
"11017","ttdiesti",6,"boyaca",314,"turmeque",2008,17
"11018","ctrmormt",6,"boyaca",NA,NA,2008,12
"11019","pcrparin",21,"narino",727,"el charco",2008,65.79
"11020","ttdiesti",4,"atlantico",158,"santo tomas",2008,20.37
"11021","pbrmivih",16,"guaviare",NA,NA,2008,50
"11022","ttdiesti",2,"antioquia",18,"anza",2008,16.79
"11023","ttdiesti",29,"tolima",987,"ibague",2008,12.96
"11024","pcrparin",2,"antioquia",78,"murindo",2008,98.36
"11025","pcrparin",30,"valle del cauca",1030,"guacari",2008,100
"11026","pcrparin",27,"santander",884,"encino",2008,94.59
"11027","ttdiesti",2,"antioquia",NA,"carolina",2008,16.51
"11028","ttdiesti",2,"antioquia",126,"venecia",2008,15.91
"11029","ttdiesti",21,"narino",739,"la cruz",2008,22.43
"11030","pcrparin",21,"narino",758,"roberto payan",2008,94.87
"11031","igrtgfec",26,"san andres y providencia",NA,NA,2008,NA
"11032","pcrparin",28,"sucre",NA,"el roble",2008,98.19
"11033","pcrparin",18,"la guajira",655,"fonseca",2008,99.35
"11034","rtrmorpu",20,"meta",NA,NA,2008,38.05
"11035","pcrparin",14,"cundinamarca",604,"zipaquira",2008,99.32
"11036","ttdiesti",22,"norte de santander",782,"convencion",2008,14.49
"11037","pcrparin",2,"antioquia",16,"angostura",2008,97.77
"11038","pcrparin",6,"boyaca",247,"labranzagrande",2008,95.83
"11039","ttdiesti",10,"casanare",401,"san luis de palenque",2008,35.79
"11040","pcrparin",32,"vichada",NA,NA,2008,87.8440367
"11041","ttdiesti",14,"cundinamarca",593,"utica",2008,13.8
"11042","pcrparin",2,"antioquia",105,"san rafael",2008,98.99
"11043","ttdiesti",21,"narino",742,"la tola",2008,39.23
"11044","ttdiesti",27,"santander",917,"puente nacional",2008,26.6
"11045","ttdiesti",21,"narino",80,"narino",2008,20.36
"11046","ttdiesti",17,"huila",642,"saladoblanco",2008,26.97
"11047","pcrparin",17,"huila",629,"iquira",2008,78.82
"11048","pcrparin",29,"tolima",999,"rioblanco",2008,79.91
"11049","pcrparin",2,"antioquia",92,"rionegro",2008,99.8
"11050","pcrparin",28,"sucre",953,"ovejas",2008,98.93
"11051","pcrparin",20,"meta",707,"san juanito",2008,96.15
"11052","pcrparin",2,"antioquia",NA,"la pintada",2008,99.24
"11053","ttdiesti",30,"valle del cauca",1030,"guacari",2008,13.77
"11054","ttdiesti",5,"bolivar",166,"barranco de loba",2008,30.81
"11055","ttdiesti",31,"vaupes",NA,"papunaua ",2008,34.91
"11056","ttdiesti",13,"choco",476,"el canton del san pablo",2008,60.9
"11057","ttdiesti",21,"narino",562,"ricaurte",2008,46.34
"11058","ttdiesti",29,"tolima",981,"falan",2008,14.24
"11059","ttdiesti",6,"boyaca",311,"tota",2008,28.09
"11060","pcrparin",27,"santander",27,"betulia",2008,92.98
"11061","pcrparin",7,"cordoba",342,"san bernardo del viento",2008,99.43
"11062","ttdiesti",4,"atlantico",159,"soledad",2008,16.36
"11063","pcrparin",5,"bolivar",191,"santa rosa",2008,99.36
"11064","pcrparin",6,"boyaca",246,"la victoria",2008,86.67
"11065","ttdiesti",14,"cundinamarca",60,"granada",2008,17.06
"11066","pcrparin",6,"boyaca",217,"chiscas",2008,90.63
"11067","ttdiesti",7,"cordoba",327,"chinu",2008,28.31
"11068","pcrparin",11,"cauca",429,"patia",2008,98.06
"11069","ttdiesti",14,"cundinamarca",499,"caqueza",2008,13.45
"11070","ttdiesti",27,"santander",926,"san jose de miranda",2008,21.47
"11071","pbrmivih",12,"cesar",NA,NA,2008,7.7
"11072","rtrmorpu",22,"norte de santander",NA,NA,2008,27.76
"11073","pcrparin",28,"sucre",NA,"la union",2008,98.8
"11074","ttdiesti",12,"cesar",463,"rio de oro",2008,18.06
"11075","pcrparin",13,"choco",479,"istmina",2008,97.28
"11076","pcrparin",21,"narino",NA,"pasto",2008,98.67
"11077","ttdiesti",11,"cauca",421,"la sierra",2008,23.15
"11078","pbretaia",29,"tolima",NA,NA,2008,NA
"11079","pcrparin",4,"atlantico",153,"puerto colombia",2008,99.1
"11080","pcrparin",25,"risaralda",NA,NA,2008,98.60565442
"11081","rtrmorpu",NA,"bogota",NA,NA,2008,37.42
"11082","pcrparin",27,"santander",938,"valle de san jose",2008,98.86
"11083","ttdiesti",14,"cundinamarca",562,"ricaurte",2008,16.14
"11084","ttdiesti",14,"cundinamarca",583,"tena",2008,15.6
"11085","pcrparin",7,"cordoba",334,"planeta rica",2008,99.85
"11086","pcrparin",7,"cordoba",333,"monteria",2008,99.68
"11087","ttdiesti",6,"boyaca",242,"jenesano",2008,17.91
"11088","pcrparin",29,"tolima",NA,"palocabildo",2008,94.61
"11089","ttdiesti",2,"antioquia",73,"liborina",2008,17.87
"11090","pbrmivih",5,"bolivar",NA,NA,2008,NA
"11091","pcrparin",30,"valle del cauca",1044,"sevilla",2008,98.61
"11092","pcrparin",5,"bolivar",172,"el carmen de bolivar",2008,98.72
"11093","pbrmivih",27,"santander",NA,NA,2008,18.2
"11094","pcrparin",21,"narino",715,"arboleda",2008,93.33
"11095","pcrparin",8,"caldas",369,"supia",2008,97.55
"11096","ttdiesti",21,"narino",NA,NA,2008,14.13092708
"11097","pcrrncpn",5,"bolivar",NA,NA,2008,84.51
"11098","pgeembar",9,"caqueta",NA,NA,2008,NA
"11099","pcrperca",14,"cundinamarca",NA,NA,2008,99.30440366
"11100","ttdiesti",6,"boyaca",301,"sutatenza",2008,28.01
"11101","pcrrncpn",15,"guainia",NA,NA,2008,50.97
"11102","ttdiesti",27,"santander",870,"charala",2008,17.69
"11103","pcrparin",6,"boyaca",220,"chivata",2008,100
"11104","ttdnesti",NA,"bogota",NA,NA,2008,17.85982076
"11105","ttdiesti",17,"huila",619,"algeciras",2008,24.31
"11106","ttdiesti",19,"magdalena",676,"remolino",2008,23.69
"11107","pbrmivih",23,"putumayo",NA,NA,2008,NA
"11108","pcrparin",23,"putumayo",825,"villagarzon",2008,94.29
"11109","pcrparin",5,"bolivar",165,"arjona",2008,98.04
"11110","ptrldeng",6,"boyaca",NA,NA,2008,0
"11111","ttdiesti",6,"boyaca",215,"chinavita",2008,22.68
"11112","ttdnesti",4,"atlantico",NA,NA,2008,22.63173733
"11113","pcrparin",29,"tolima",994,"ortega",2008,67.99
"11114","ttdiesti",12,"cesar",454,"el paso",2008,27.8
"11115","pcrparin",2,"antioquia",60,"granada",2008,96.82
"11116","ttdiesti",6,"boyaca",258,"oicata",2008,20.38
"11117","pcrrncpn",30,"valle del cauca",NA,NA,2008,88.69
"11118","pcrparin",17,"huila",632,"la plata",2008,94.03
"11119","ttdiesti",14,"cundinamarca",592,"une",2008,15.86
"11120","pcrparin",12,"cesar",NA,"pueblo bello",2008,93.15
"11121","ttdiesti",26,"san andres y providencia",754,"providencia",2008,24.45
"11122","pcrparin",21,"narino",739,"la cruz",2008,97.6
"11123","pcrparin",19,"magdalena",672,"pedraza",2008,95.35
"11124","cgrnacim",22,"norte de santander",NA,NA,2008,20869
"11125","pcrparin",2,"antioquia",81,"nechi",2008,96.63
"11126","ttdiesti",NA,"bogota",NA,"bogota d.c.",2008,13.74
"11127","pcrparin",2,"antioquia",NA,NA,2008,98.62266826
"11128","ttdiesti",30,"valle del cauca",1024,"el aguila",2008,17.85
"11129","ttdiesti",6,"boyaca",288,"sativanorte",2008,22.35
"11130","pcrparin",2,"antioquia",96,"san andres de cuerquia",2008,90.91
"11131","ttdiesti",3,"arauca",133,"arauca",2008,28.66
"11132","pcrparin",14,"cundinamarca",558,"puli",2008,92.86
"11133","ttdiesti",21,"narino",754,"providencia",2008,22.56
"11134","rgrtgfec",9,"caqueta",NA,NA,2008,NA
"11135","pcrparin",5,"bolivar",167,"cordoba",2008,76.37
"11136","pcrparin",29,"tolima",1001,"rovira",2008,97.75
"11137","pcrparin",2,"antioquia",26,"betania",2008,97.22
"11138","cgrnacim",17,"huila",NA,NA,2008,5568
"11139","pcrrncpn",18,"la guajira",NA,NA,2008,72.9
"11140","ttdnesti",17,"huila",NA,NA,2008,29.38129266
"11141","ttdiesti",30,"valle del cauca",1028,"florida",2008,13.4
"11142","pcrparin",5,"bolivar",180,"morales",2008,96.5
"11143","pcrparin",13,"choco",473,"bajo baudo",2008,83.56
"11144","ttdiesti",20,"meta",689,"el castillo",2008,25.55
"11145","pcrparin",17,"huila",652,"yaguara",2008,100
"11146","ctrmormt",12,"cesar",NA,NA,2008,13
"11147","ttdiesti",12,"cesar",NA,NA,2008,21.10235292
"11148","ttdiesti",2,"antioquia",49,"ebejico",2008,16.46
"11149","caelacex",30,"valle del cauca",NA,NA,2008,NA
"11150","pcrparin",28,"sucre",NA,"san luis de since",2008,99.63
"11151","ptrldeng",16,"guaviare",NA,NA,2008,8.33
"11152","igrtgfec",10,"casanare",NA,NA,2008,NA
"11153","pcrparin",6,"boyaca",289,"sativasur",2008,93.75
"11154","pcrparin",2,"antioquia",18,"anza",2008,92.56
"11155","pcrparin",14,"cundinamarca",NA,"villa pinzon",2008,98.11
"11156","pcrparin",17,"huila",631,"la argentina",2008,92.7
"11157","ttdiesti",11,"cauca",434,"rosas",2008,23.43
"11158","ttdiesti",21,"narino",491,"alban",2008,20.15
"11159","ttdiesti",6,"boyaca",255,"muzo",2008,15.07
"11160","ttdiesti",27,"santander",500,"cabrera",2008,20.23
"11161","ttdiesti",14,"cundinamarca",422,"la vega",2008,13.54
"11162","ttdiesti",6,"boyaca",251,"mongua",2008,25.66
"11163","ptrldeng",26,"san andres y providencia",NA,NA,2008,NA
"11164","ttdiesti",24,"quindio",837,"salento",2008,15.01
"11165","pcrparin",14,"cundinamarca",499,"caqueza",2008,100
"11166","pbepredc",5,"bolivar",NA,NA,2008,NA
"11167","pcrparin",27,"santander",941,"zapatoca",2008,100
"11168","pcrparin",23,"putumayo",NA,"mocoa",2008,99.41
"11169","ptrldeng",29,"tolima",NA,NA,2008,0
"11170","ttdiesti",23,"putumayo",824,"valle del guamuez",2008,28.54
"11171","ttdiesti",27,"santander",932,"socorro",2008,10.75
"11172","ttdiesti",23,"putumayo",NA,NA,2008,21.11000326
"11173","pcrrncpn",4,"atlantico",NA,NA,2008,81.54
"11174","pcrparin",14,"cundinamarca",495,"arbelaez",2008,99.32
"11175","pcrparin",27,"santander",924,"san gil",2008,99.61
"11176","pcrparin",13,"choco",486,"san jose del palmar",2008,72.38
"11177","pcrparin",30,"valle del cauca",1012,"alcala",2008,97.31
"11178","pcrperca",2,"antioquia",NA,NA,2008,98.62266826
"11179","ttdiesti",2,"antioquia",37,"caramanta",2008,16.16
"11180","ttdiesti",2,"antioquia",132,"zaragoza",2008,25.17
"11181","ttdiesti",8,"caldas",363,"palestina",2008,16.98
"11182","ttdiesti",4,"atlantico",140,"baranoa",2008,18.25
"11183","ttdnesti",23,"putumayo",NA,NA,2008,38.05891534
"11184","pcrperca",31,"vaupes",NA,NA,2008,49.64936886
"11185","pcrparin",29,"tolima",102,"san luis",2008,97.66
"11186","ttdiesti",2,"antioquia",45,"concordia",2008,21.41
"11187","pbepredc",1,"amazonas",NA,NA,2008,NA
"11188","ttdiesti",2,"antioquia",116,"taraza",2008,26.02
"11189","pcrrncpn",29,"tolima",NA,NA,2008,80.81
