"";"idindicador";"iddepto";"nomdepto";"idmpio";"nommpio";"year";"idindicador"
"9017";"rtrmorpu";19;"cauca";NA;NA;"2008";103,93
"9018";"pcrparin";70;"sucre";70215;"corozal";"2008";99
"9019";"ttdiesti";99;"vichada";99001;"puerto carreno";"2008";28,51
"9020";"ttdiesti";15;"boyaca";15299;"garagoa";"2008";17,94
"9021";"pcrparin";19;"cauca";19824;"totoro";"2008";73,33
"9022";"ttdiesti";15;"boyaca";15755;"socota";"2008";28,74
"9023";"pcrparin";50;"meta";50689;"san martin";"2008";96,54
"9024";"ttdiesti";73;"tolima";73461;"murillo";"2008";20,27
"9025";"pcrparin";50;"meta";50590;"puerto rico";"2008";95,73
"9026";"ttdiesti";27;"choco";27600;"rio quito";"2008";42,43
"9027";"ttdiesti";73;"tolima";73411;"libano";"2008";21,87
"9028";"ttdiesti";73;"tolima";73347;"herveo";"2008";16,54
"9029";"ttdiesti";25;"cundinamarca";25489;"nimaima";"2008";15
"9030";"pcrparin";15;"boyaca";15740;"siachoque";"2008";97,14
"9031";"ttdiesti";23;"cordoba";23350;"la apartada";"2008";26,58
"9032";"ttdiesti";13;"bolivar";13300;"hatillo de loba";"2008";30,92
"9033";"pcrparin";68;"santander";68121;"cabrera";"2008";100
"9034";"pcrparin";5;"antioquia";5059;"armenia";"2008";94,64
"9035";"pcrparin";13;"bolivar";13268;"el penon";"2008";100
"9036";"ttdiesti";68;"santander";68077;"barbosa";"2008";13,09
"9037";"ttdiesti";19;"cauca";19418;"lopez";"2008";27,89
"9038";"pcrparin";25;"cundinamarca";25867;"viani";"2008";100
"9039";"pcrperca";50;"meta";NA;NA;"2008";97,67869601
"9040";"ttdiesti";68;"santander";68895;"zapatoca";"2008";12,15
"9041";"pbretaia";44;"la guajira";NA;NA;"2008";NA
"9042";"pcrparin";5;"antioquia";5034;"andes";"2008";98,15
"9043";"ttdiesti";25;"cundinamarca";25524;"pandi";"2008";20,4
"9044";"pbretaia";52;"narino";NA;NA;"2008";NA
"9045";"pcrparin";15;"boyaca";15693;"santa rosa de viterbo";"2008";99,32
"9046";"ttdiesti";52;"narino";52110;"buesaco";"2008";20,15
"9047";"pcrparin";68;"santander";68820;"tona";"2008";95
"9048";"ttdiesti";47;"magdalena";47720;"santa barbara de pinto";"2008";19,17
"9049";"ttdiesti";68;"santander";68051;"aratoca";"2008";21,68
"9050";"ttdiesti";17;"caldas";17877;"viterbo";"2008";15,99
"9051";"ttdiesti";17;"caldas";17616;"risaralda";"2008";20,93
"9052";"pcrparin";13;"bolivar";13160;"cantagallo";"2008";99,25
"9053";"ttdiesti";76;"valle del cauca";76892;"yumbo";"2008";13,99
"9054";"cgrnacim";70;"sucre";NA;NA;"2008";32755
"9055";"igrtgfec";5;"antioquia";NA;NA;"2008";NA
"9056";"ttdiesti";50;"meta";50450;"puerto concordia";"2008";31,01
"9057";"pcrparin";25;"cundinamarca";25398;"la pena";"2008";94,74
"9058";"pcrparin";13;"bolivar";13838;"turbana";"2008";100
"9059";"ttdiesti";5;"antioquia";5055;"argelia";"2008";20,47
"9060";"ttdiesti";52;"narino";52435;"mallama";"2008";32,52
"9061";"ttdiesti";44;"la guajira";44420;"la jagua del pilar";"2008";21
"9062";"pcrparin";73;"tolima";73770;"suarez";"2008";97,96
"9063";"ttdiesti";76;"valle del cauca";76130;"candelaria";"2008";14,71
"9064";"ttdiesti";85;"casanare";85440;"villanueva";"2008";36,34
"9065";"ttdiesti";25;"cundinamarca";25518;"paime";"2008";27,7
"9066";"pcrparin";66;"risaralda";66318;"guatica";"2008";98,04
"9067";"ttdiesti";25;"cundinamarca";25843;"villa de san diego de ubate";"2008";12,77
"9068";"ttdiesti";18;"caqueta";18247;"el doncello";"2008";24,33
"9069";"pcrparin";15;"boyaca";15362;"iza";"2008";100
"9070";"pcrparin";8;"atlantico";8001;"barranquilla";"2008";99,81
"9071";"pcrparin";54;"n.santander";54743;"silos";"2008";97,26
"9072";"pcrparin";68;"santander";68176;"chima";"2008";92,5
"9073";"ttdiesti";41;"huila";41006;"acevedo";"2008";30,54
"9074";"pcrparin";19;"cauca";19130;"cajibio";"2008";76,94
"9075";"ttdiesti";54;"n.santander";54125;"cacota";"2008";27,05
"9076";"pcrparin";47;"magdalena";47318;"guamal";"2008";87
"9077";"pcrparin";70;"sucre";70001;"sincelejo";"2008";99,49
"9078";"pcrparin";8;"atlantico";8520;"palmar de varela";"2008";99,2
"9079";"ttdiesti";25;"cundinamarca";25040;"anolaima";"2008";16,58
"9080";"pcrparin";54;"n.santander";54003;"abrego";"2008";100
"9081";"pcrparin";41;"huila";41359;"isnos";"2008";96,61
"9082";"pcrparin";70;"sucre";70221;"covenas";"2008";98,99
"9083";"pcrparin";15;"boyaca";15550;"pisba";"2008";82,61
"9084";"ttdiesti";15;"boyaca";15215;"corrales";"2008";15,19
"9085";"pcrparin";52;"narino";52083;"belen";"2008";100
"9086";"ttdiesti";5;"antioquia";5154;"caucasia";"2008";20,13
"9087";"ttdiesti";13;"bolivar";13244;"el carmen de bolivar";"2008";32,72
"9088";"pcrparin";19;"cauca";19256;"el tambo";"2008";76,44
"9089";"pbrmivih";15;"boyaca";NA;NA;"2008";NA
"9090";"pbehtaco";19;"cauca";NA;NA;"2008";NA
"9091";"ttdiesti";20;"cesar";20011;"aguachica";"2008";20,78
"9092";"ttdiesti";94;"guainia";94884;"puerto colombia *";"2008";38,38
"9093";"pcrparin";13;"bolivar";13490;"norosi";"2008";100
"9094";"ttdiesti";52;"narino";52520;"francisco pizarro";"2008";30,72
"9095";"pcrparin";63;"quindio";63302;"genova";"2008";100
"9096";"ttdiesti";52;"narino";52585;"pupiales";"2008";22,33
"9097";"cgrnacim";25;"cundinamarca";NA;NA;"2008";26228
"9098";"pcrparin";52;"narino";52227;"cumbal";"2008";86,85
"9099";"ttdiesti";94;"guainia";94883;"san felipe *";"2008";34,48
"9100";"ctrmormt";19;"cauca";NA;NA;"2008";18
"9101";"pgeembar";47;"magdalena";NA;NA;"2008";NA
"9102";"pcrparin";15;"boyaca";15638;"sachica";"2008";93,1
"9103";"ttdiesti";5;"antioquia";5051;"arboletes";"2008";24,86
"9104";"pcrparin";85;"casanare";85010;"aguazul";"2008";99,49
"9105";"rtrmorpu";99;"vichada";NA;NA;"2008";0
"9106";"pbepredg";15;"boyaca";NA;NA;"2008";NA
"9107";"rgrtgfec";52;"narino";NA;NA;"2008";NA
"9108";"ptrldeng";19;"cauca";NA;NA;"2008";0
"9109";"pcrparin";54;"n.santander";54810;"tibu";"2008";97,95
"9110";"ttdiesti";47;"magdalena";47170;"chibolo";"2008";27,37
"9111";"ttdiesti";68;"santander";68020;"albania";"2008";27,22
"9112";"ttdiesti";5;"antioquia";5045;"apartado";"2008";14,08
"9113";"pcrparin";52;"narino";52678;"samaniego";"2008";99,28
"9114";"ttdiesti";27;"choco";27077;"bajo baudo";"2008";53,7
"9115";"caelacex";54;"n.santander";NA;NA;"2008";NA
"9116";"ttdiesti";94;"guainia";94001;"inirida";"2008";36,53
"9117";"ttdiesti";5;"antioquia";5659;"san juan de uraba";"2008";33,84
"9118";"ttdiesti";73;"tolima";73520;"palocabildo";"2008";26,8
"9119";"pbehtaco";63;"quindio";NA;NA;"2008";NA
"9120";"pcrparin";25;"cundinamarca";25402;"la vega";"2008";96,95
"9121";"pcrparin";50;"meta";50006;"acacias";"2008";97,91
"9122";"pcrparin";52;"narino";52110;"buesaco";"2008";96,46
"9123";"pcrperca";85;"casanare";NA;NA;"2008";97,8284643
"9124";"pcrparin";52;"narino";52399;"la union";"2008";99,73
"9125";"ttdiesti";86;"putumayo";86749;"sibundoy";"2008";15,68
"9126";"ttdiesti";44;"la guajira";44090;"dibulla";"2008";28,1
"9127";"ttdiesti";47;"magdalena";47551;"pivijay";"2008";29,91
"9128";"pcrparin";76;"valle del cauca";NA;NA;"2008";99,14040115
"9129";"ttdiesti";13;"bolivar";13042;"arenal";"2008";21,7
"9130";"pcrparin";76;"valle del cauca";76248;"el cerrito";"2008";99,54
"9131";"pcrparin";68;"santander";68673;"san benito";"2008";95,24
"9132";"pcrparin";15;"boyaca";15753;"soata";"2008";97,22
"9133";"ttdiesti";52;"narino";52427;"magui";"2008";39,62
"9134";"pcrparin";68;"santander";68152;"carcasi";"2008";96,88
"9135";"pcrparin";68;"santander";68468;"molagavita";"2008";96,49
"9136";"pcrrncpn";63;"quindio";NA;NA;"2008";88,75
"9137";"pcrparin";20;"cesar";20238;"el copey";"2008";96,94
"9138";"ttdiesti";17;"caldas";17388;"la merced";"2008";18,62
"9139";"ttdiesti";5;"antioquia";5093;"betulia";"2008";20,05
"9140";"ttdiesti";5;"antioquia";5792;"tarso";"2008";24,18
"9141";"pcrparin";52;"narino";52490;"olaya herrera";"2008";96,82
"9142";"ttdiesti";68;"santander";68855;"valle de san jose";"2008";19,61
"9143";"ttdiesti";54;"n.santander";54498;"ocana";"2008";11,79
"9144";"ttdiesti";47;"magdalena";47660;"sabanas de san angel";"2008";37,06
"9145";"pcrparin";19;"cauca";19355;"inza";"2008";95,04
"9146";"pcrparin";66;"risaralda";66001;"pereira";"2008";99,42
"9147";"pcrparin";76;"valle del cauca";76113;"bugalagrande";"2008";98,74
"9148";"pbrmivih";52;"narino";NA;NA;"2008";7,7
"9149";"pcrparin";5;"antioquia";5736;"segovia";"2008";97,94
"9150";"ttdiesti";19;"cauca";19780;"suarez";"2008";28,51
"9151";"ttdiesti";5;"antioquia";5364;"jardin";"2008";14,54
"9152";"ttdiesti";23;"cordoba";23855;"valencia";"2008";29,4
"9153";"pcrparin";50;"meta";50251;"el castillo";"2008";97,54
"9154";"pcrparin";47;"magdalena";47692;"san sebastian de buenavista";"2008";93,64
"9155";"ttdiesti";73;"tolima";73319;"guamo";"2008";24,09
"9156";"pcrparin";68;"santander";68322;"guapota";"2008";91,3
"9157";"rgrtgfec";13;"bolivar";NA;NA;"2008";NA
"9158";"pcrparin";17;"caldas";17873;"villamaria";"2008";99,03
"9159";"ttdiesti";68;"santander";68686;"san miguel";"2008";30,25
"9160";"pcrparin";25;"cundinamarca";25269;"facatativa";"2008";99,19
"9161";"ctrmormt";17;"caldas";NA;NA;"2008";14
"9162";"pcrparin";88;"san andres";88564;"providencia";"2008";95,83
"9163";"pcrperca";18;"caqueta";NA;NA;"2008";97,04535997
"9164";"pcrparin";5;"antioquia";5021;"alejandria";"2008";97,1
"9165";"pcrparin";73;"tolima";73148;"carmen de apicala";"2008";99,3
"9166";"pcrparin";15;"boyaca";15296;"gameza";"2008";97,96
"9167";"ttdiesti";76;"valle del cauca";NA;NA;"2008";14,06440301
"9168";"pcrparin";68;"santander";68207;"concepcion";"2008";98,57
"9169";"pcrparin";86;"putumayo";86569;"puerto caicedo";"2008";75,74
"9170";"pcrparin";15;"boyaca";15516;"paipa";"2008";99,58
"9171";"pcrparin";5;"antioquia";5490;"necocli";"2008";98,55
"9172";"ttdnesti";17;"caldas";NA;NA;"2008";17,46795869
"9173";"ttdiesti";68;"santander";68615;"rionegro";"2008";16,37
"9174";"pcrparin";13;"bolivar";13667;"san martin de loba";"2008";85,45
"9175";"ttdiesti";66;"risaralda";66383;"la celia";"2008";16,07
"9176";"ttdiesti";41;"huila";41548;"pital";"2008";26,92
"9177";"pcrparin";52;"narino";52788;"tangua";"2008";83,98
"9178";"pcrparin";13;"bolivar";13873;"villa nueva";"2008";99,43
"9179";"ttdiesti";41;"huila";41026;"altamira";"2008";15,74
"9180";"pcrparin";25;"cundinamarca";25295;"gachancipa";"2008";99,11
"9181";"igrtgfec";25;"cundinamarca";NA;NA;"2008";NA
"9182";"pcrparin";15;"boyaca";15464;"mongua";"2008";92,77
"9183";"caelacex";15;"boyaca";NA;NA;"2008";NA
"9184";"ttdiesti";18;"caqueta";18001;"florencia";"2008";16,5
"9185";"pcrparin";5;"antioquia";5895;"zaragoza";"2008";98,45
"9186";"ttdiesti";95;"guaviare";95015;"calamar";"2008";30,66
"9187";"pcrparin";68;"santander";68464;"mogotes";"2008";92,02
"9188";"pcrparin";17;"caldas";17662;"samana";"2008";96,04
"9189";"pcrparin";15;"boyaca";15690;"santa maria";"2008";100
"9190";"ttdiesti";15;"boyaca";15491;"nobsa";"2008";14,12
"9191";"ttdiesti";68;"santander";68773;"sucre";"2008";27,1
"9192";"igrtgfec";44;"la guajira";NA;NA;"2008";NA
"9193";"ttdiesti";20;"cesar";20060;"bosconia";"2008";19,69
"9194";"ttdiesti";5;"antioquia";5631;"sabaneta";"2008";11,15
"9195";"pcrparin";63;"quindio";63690;"salento";"2008";97,73
"9196";"ttdiesti";25;"cundinamarca";25322;"guasca";"2008";17,2
"9197";"pbepredg";27;"choco";NA;NA;"2008";NA
"9198";"igrtgfec";15;"boyaca";NA;NA;"2008";NA
"9199";"ttdiesti";47;"magdalena";47707;"santa ana";"2008";20,33
"9200";"igrtgfec";47;"magdalena";NA;NA;"2008";NA
"9201";"pcrparin";54;"n.santander";54261;"el zulia";"2008";98,98
"9202";"pcrparin";5;"antioquia";5051;"arboletes";"2008";91,5
"9203";"pcrrncpn";23;"cordoba";NA;NA;"2008";80,81
"9204";"pcrparin";73;"tolima";73461;"murillo";"2008";95,18
"9205";"pcrparin";19;"cauca";19142;"caloto";"2008";91,5
"9206";"pcrrncpn";25;"cundinamarca";NA;NA;"2008";85,85
"9207";"ttdiesti";47;"magdalena";47161;"cerro san antonio";"2008";23,96
"9208";"ttdiesti";5;"antioquia";5206;"concepcion";"2008";15,39
"9209";"caelacex";85;"casanare";NA;NA;"2008";NA
"9210";"rtrmorpu";88;"san andres";NA;NA;"2008";0
"9211";"ttdnesti";94;"guainia";NA;NA;"2008";NA
"9212";"pcrparin";25;"cundinamarca";25224;"cucunuba";"2008";99,34
"9213";"ttdiesti";41;"huila";41872;"villavieja";"2008";23,22
"9214";"pcrparin";19;"cauca";19573;"puerto tejada";"2008";99,74
"9215";"pcrparin";27;"choco";27800;"unguia";"2008";99,38
"9216";"caelacex";68;"santander";NA;NA;"2008";NA
"9217";"ttdnesti";63;"quindio";NA;NA;"2008";17,85076053
"9218";"pcrparin";52;"narino";52036;"ancuya";"2008";94,9
"9219";"pbepredc";68;"santander";NA;NA;"2008";NA
"9220";"ttdiesti";15;"boyaca";15494;"nuevo colon";"2008";18,54
"9221";"pcrparin";54;"n.santander";54172;"chinacota";"2008";98,96
"9222";"ttdiesti";5;"antioquia";5490;"necocli";"2008";36,41
"9223";"pcrparin";68;"santander";68324;"guavata";"2008";93,18
"9224";"pcrparin";19;"cauca";19318;"guapi";"2008";96,27
"9225";"pcrparin";27;"choco";27600;"rio quito";"2008";80,28
"9226";"pcrparin";50;"meta";50606;"restrepo";"2008";97,65
"9227";"pcrparin";25;"cundinamarca";25743;"silvania";"2008";99,05
"9228";"pcrparin";15;"boyaca";15759;"sogamoso";"2008";99,75
"9229";"ttdiesti";15;"boyaca";15774;"susacon";"2008";23,6
"9230";"ttdiesti";27;"choco";27425;"medio atrato";"2008";46,79
"9231";"ttdiesti";68;"santander";68298;"gambita";"2008";26,17
"9232";"ttdiesti";5;"antioquia";5036;"angelopolis";"2008";13,55
"9233";"ttdiesti";41;"huila";41319;"guadalupe";"2008";18,98
"9234";"pcrparin";18;"caqueta";18029;"albania";"2008";95,38
"9235";"pcrparin";25;"cundinamarca";25019;"alban";"2008";97,44
"9236";"pcrparin";68;"santander";68167;"charala";"2008";100
"9237";"pcrparin";15;"boyaca";15189;"cienega";"2008";100
"9238";"pcrparin";27;"choco";27099;"bojaya";"2008";92
"9239";"pcrparin";5;"antioquia";5101;"ciudad bolivar";"2008";98,81
"9240";"ttdiesti";15;"boyaca";15759;"sogamoso";"2008";13,54
"9241";"pcrparin";15;"boyaca";15244;"el cocuy";"2008";89,25
"9242";"pcrparin";44;"la guajira";NA;NA;"2008";93,35465252
"9243";"ttdiesti";17;"caldas";17653;"salamina";"2008";14,41
"9244";"pcrparin";41;"huila";41797;"tesalia";"2008";93,02
"9245";"pcrparin";95;"guaviare";95200;"miraflores";"2008";100
"9246";"pcrparin";68;"santander";68101;"bolivar";"2008";92,05
"9247";"ttdiesti";50;"meta";50350;"la macarena";"2008";26,43
"9248";"pbepredc";5;"antioquia";NA;NA;"2008";NA
"9249";"pcrparin";95;"guaviare";95025;"el retorno";"2008";97,95
"9250";"pcrparin";18;"caqueta";NA;NA;"2008";97,86378138
"9251";"pcrparin";13;"bolivar";13062;"arroyohondo";"2008";92,54
"9252";"pcrparin";76;"valle del cauca";76400;"la union";"2008";99,77
"9253";"pcrparin";54;"n.santander";54344;"hacari";"2008";99,15
"9254";"ttdiesti";73;"tolima";73200;"coello";"2008";28,01
"9255";"igrtgfec";52;"narino";NA;NA;"2008";NA
"9256";"pcrparin";68;"santander";68755;"socorro";"2008";99,77
"9257";"ttdiesti";5;"antioquia";5147;"carepa";"2008";28,36
"9258";"pcrparin";66;"risaralda";66075;"balboa";"2008";98,63
"9259";"ttdiesti";13;"bolivar";13458;"montecristo";"2008";25,21
"9260";"ctrmormt";68;"santander";NA;NA;"2008";13
"9261";"ttdiesti";5;"antioquia";5543;"peque";"2008";27,37
"9262";"ttdiesti";25;"cundinamarca";25214;"cota";"2008";11,62
"9263";"pcrparin";76;"valle del cauca";76863;"versalles";"2008";100
"9264";"ttdiesti";52;"narino";52227;"cumbal";"2008";23,86
"9265";"pcrparin";13;"bolivar";13600;"rio viejo";"2008";97,22
"9266";"pcrparin";5;"antioquia";5543;"peque";"2008";97,78
"9267";"pcrparin";15;"boyaca";15676;"san miguel de sema";"2008";98,28
"9268";"pcrparin";41;"huila";41244;"elias";"2008";95,56
"9269";"pbepredg";73;"tolima";NA;NA;"2008";NA
"9270";"pcrparin";25;"cundinamarca";25320;"guaduas";"2008";98,95
"9271";"pcrparin";70;"sucre";70473;"morroa";"2008";99,55
"9272";"pcrparin";15;"boyaca";15537;"paz de rio";"2008";100
"9273";"ttdiesti";68;"santander";68190;"cimitarra";"2008";23,27
"9274";"pcrparin";54;"n.santander";54871;"villa caro";"2008";100
"9275";"ttdiesti";23;"cordoba";23168;"chima";"2008";24,26
"9276";"pcrparin";5;"antioquia";5467;"montebello";"2008";95,56
"9277";"ttdiesti";5;"antioquia";5425;"maceo";"2008";14,97
"9278";"rtrmorpu";13;"bolivar";NA;NA;"2008";103,72
"9279";"pcrparin";76;"valle del cauca";76403;"la victoria";"2008";99,26
"9280";"pcrparin";52;"narino";52210;"contadero";"2008";83,67
"9281";"pcrparin";5;"antioquia";5854;"valdivia";"2008";99,23
"9282";"pcrparin";99;"vichada";99624;"santa rosalia";"2008";93,55
"9283";"rgrtgfec";81;"arauca";NA;NA;"2008";NA
"9284";"pcrparin";5;"antioquia";5607;"retiro";"2008";99
"9285";"pbepredg";47;"magdalena";NA;NA;"2008";NA
"9286";"ttdiesti";91;"amazonas";91536;"puerto arica *";"2008";48,53
"9287";"ttdiesti";5;"antioquia";5887;"yarumal";"2008";14,94
"9288";"pcrparin";76;"valle del cauca";76845;"ulloa";"2008";100
"9289";"ttdiesti";68;"santander";68500;"oiba";"2008";21,87
"9290";"ttdiesti";94;"guainia";94886;"cacahual *";"2008";43,59
"9291";"pcrparin";54;"n.santander";54480;"mutiscua";"2008";98,18
"9292";"pcrparin";23;"cordoba";23419;"los cordobas";"2008";98,16
"9293";"ttdiesti";54;"n.santander";54099;"bochalema";"2008";15,22
"9294";"pcrparin";15;"boyaca";15757;"socha";"2008";94,63
"9295";"ttdiesti";13;"bolivar";13657;"san juan nepomuceno";"2008";25,43
"9296";"pcrparin";68;"santander";68720;"santa helena del opon";"2008";58,33
"9297";"ttdiesti";19;"cauca";19698;"santander de quilichao";"2008";18,43
"9298";"ttdnesti";99;"vichada";NA;NA;"2008";NA
"9299";"ttdiesti";15;"boyaca";15542;"pesca";"2008";20,62
"9300";"pcrparin";41;"huila";41668;"san agustin";"2008";93,35
"9301";"igrtgfec";81;"arauca";NA;NA;"2008";NA
"9302";"ttdiesti";25;"cundinamarca";25307;"girardot";"2008";12,51
"9303";"pbrmivih";54;"n.santander";NA;NA;"2008";14,3
"9304";"pcrparin";15;"boyaca";15109;"buenavista";"2008";93,75
"9305";"pcrparin";86;"putumayo";86571;"puerto guzman";"2008";93,47
"9306";"pbehtaco";94;"guainia";NA;NA;"2008";NA
"9307";"pcrparin";15;"boyaca";15808;"tinjaca";"2008";100
"9308";"pcrparin";5;"antioquia";5237;"don matias";"2008";99,37
"9309";"ttdiesti";15;"boyaca";15104;"boyaca";"2008";21,5
"9310";"pcrparin";70;"sucre";70708;"san marcos";"2008";99,61
"9311";"ttdiesti";81;"arauca";NA;NA;"2008";28,00938052
"9312";"pcrparin";68;"santander";68169;"charta";"2008";96,77
"9313";"pcrparin";13;"bolivar";13140;"calamar";"2008";95,58
"9314";"pcrparin";25;"cundinamarca";25326;"guatavita";"2008";100
"9315";"rgrtgfec";23;"cordoba";NA;NA;"2008";NA
"9316";"pcrparin";20;"cesar";20787;"tamalameque";"2008";95,4
"9317";"pcrparin";68;"santander";68318;"guaca";"2008";97,59
"9318";"pbehtaco";52;"narino";NA;NA;"2008";NA
"9319";"pcrparin";18;"caqueta";18860;"valparaiso";"2008";98,09
"9320";"ttdiesti";85;"casanare";85300;"sabanalarga";"2008";28,57
"9321";"pcrparin";15;"boyaca";15839;"tutaza";"2008";93,33
"9322";"ttdiesti";70;"sucre";70110;"buenavista";"2008";21,98
"9323";"pcrparin";66;"risaralda";66170;"dosquebradas";"2008";99,68
"9324";"pcrparin";15;"boyaca";15778;"sutatenza";"2008";98,28
"9325";"ttdiesti";68;"santander";68264;"encino";"2008";18,82
"9326";"pbepredc";19;"cauca";NA;NA;"2008";NA
"9327";"ttdiesti";63;"quindio";63272;"filandia";"2008";12,73
"9328";"pcrparin";5;"antioquia";5585;"puerto nare";"2008";98,85
"9329";"ttdiesti";17;"caldas";17042;"anserma";"2008";10,59
"9330";"ttdiesti";85;"casanare";85410;"tauramena";"2008";31,04
"9331";"ttdiesti";17;"caldas";17380;"la dorada";"2008";15,02
"9332";"pcrparin";25;"cundinamarca";25592;"quebradanegra";"2008";100
"9333";"pbrmivih";44;"la guajira";NA;NA;"2008";5
"9334";"pcrparin";25;"cundinamarca";25871;"villagomez";"2008";89,29
"9335";"pcrparin";50;"meta";50370;"uribe";"2008";95,74
"9336";"ttdiesti";8;"atlantico";8137;"campo de la cruz";"2008";28,08
"9337";"ttdiesti";5;"antioquia";5308;"girardota";"2008";9,9
"9338";"pcrparin";15;"boyaca";15425;"macanal";"2008";95,83
"9339";"ttdiesti";41;"huila";41518;"paicol";"2008";24,41
"9340";"pcrparin";15;"boyaca";15720;"sativanorte";"2008";96
"9341";"ttdiesti";15;"boyaca";15425;"macanal";"2008";16,78
"9342";"ttdiesti";19;"cauca";19022;"almaguer";"2008";32,41
"9343";"pbepredc";17;"caldas";NA;NA;"2008";NA
"9344";"pcrparin";94;"guainia";94888;"morichal";"2008";100
"9345";"pcrparin";15;"boyaca";15494;"nuevo colon";"2008";98,81
"9346";"pcrparin";73;"tolima";73352;"icononzo";"2008";91,94
"9347";"ttdiesti";68;"santander";68160;"cepita";"2008";36,31
"9348";"pcrparin";47;"magdalena";47703;"san zenon";"2008";90,12
"9349";"ttdiesti";5;"antioquia";5789;"tamesis";"2008";16,75
"9350";"ttdiesti";76;"valle del cauca";76497;"obando";"2008";15,7
"9351";"pcrparin";54;"n.santander";54518;"pamplona";"2008";98,06
"9352";"ttdiesti";18;"caqueta";18150;"cartagena del chaira";"2008";24
"9353";"ttdiesti";5;"antioquia";5129;"caldas";"2008";9,42
"9354";"pbrmivih";50;"meta";NA;NA;"2008";7,7
"9355";"ttdiesti";25;"cundinamarca";25878;"viota";"2008";16,91
"9356";"igrtgfec";19;"cauca";NA;NA;"2008";NA
"9357";"pcrparin";19;"cauca";19300;"guachene";"2008";100
"9358";"ttdiesti";44;"la guajira";44847;"uribia";"2008";53,81
"9359";"caelacex";23;"cordoba";NA;NA;"2008";NA
"9360";"rgrtgfec";27;"choco";NA;NA;"2008";NA
"9361";"caelacex";27;"choco";NA;NA;"2008";NA
"9362";"ttdiesti";15;"boyaca";15183;"chita";"2008";33,56
"9363";"ttdiesti";20;"cesar";20443;"manaure";"2008";20,11
"9364";"ttdiesti";25;"cundinamarca";25320;"guaduas";"2008";13,74
"9365";"pbrmivih";66;"risaralda";NA;NA;"2008";15,4
"9366";"pcrparin";15;"boyaca";15804;"tibana";"2008";99,24
"9367";"rtrmorpu";68;"santander";NA;NA;"2008";39,69
"9368";"ptrldeng";97;"vaupes";NA;NA;"2008";0
"9369";"ttdnesti";13;"bolivar";NA;NA;"2008";37,45168571
"9370";"ttdiesti";15;"boyaca";15097;"boavita";"2008";18,21
"9371";"ptrldeng";41;"huila";NA;NA;"2008";0,31
"9372";"igrtgfec";20;"cesar";NA;NA;"2008";NA
"9373";"pcrparin";5;"antioquia";5353;"hispania";"2008";100
"9374";"pcrparin";76;"valle del cauca";76250;"el dovio";"2008";99,12
"9375";"pcrparin";66;"risaralda";66045;"apia";"2008";98,74
"9376";"pcrparin";13;"bolivar";13006;"achi";"2008";98,29
"9377";"pcrparin";76;"valle del cauca";76233;"dagua";"2008";96,82
"9378";"ttdiesti";81;"arauca";81065;"arauquita";"2008";27,13
"9379";"ttdiesti";13;"bolivar";13744;"simiti";"2008";20,63
